(Parent) ASIN,(Child) ASIN,Title,Sessions - Mobile App,Sessions - Browser,Sessions - Total,Session Percentage - Mobile App,Session Percentage - Browser,Session Percentage - Total,Page Views - Mobile App,Page Views - Browser,Page Views - Total,Page Views Percentage - Mobile App,Page Views Percentage - Browser,Page Views Percentage - Total,Featured Offer (Buy Box) Percentage,Units Ordered,Unit Session Percentage,Ordered Product Sales,Total Order Items,Units Refunded,Refund Rate,Shipped Product Sales,Units Shipped,Orders Shipped
B0F4DLPBXG,B0F4DLPBXG,"LUXMIEL Batana Oil for Hair Growth – 100% Pure Raw Unrefined Organic Batana Oil from Honduras – Cold Pressed Natural Hair Mask for Scalp Health, Thick & Strong Hair for Men & Women – 7.8 oz","5,058","1,686","6,744",100.00%,100.00%,100.00%,"6,958","2,451","9,409",100.00%,100.00%,100.00%,99.91%,528,7.83%,"$7,274.35",509,9,1.70%,"$2,313.26",135,126
