ad_impressions,ad_clicks,ad_spend,ad_sales,ad_purchases,ad_units_sold,sessions_total,units_ordered_total,ordered_product_sales_total,ad_ctr,ad_cvr,cpc,acos,roas,session_to_order_rate,ad_sales_share
694503,5987,5203.77,5497.0199999999995,400,408,6744,528,7274.35,0.008620553114961347,0.06681142475363287,0.8691782194755304,0.9466529137605468,1.0563533745726654,0.07829181494661921,0.7556716407651541
